	text	emotion
9756	为什么 我 的 房间 那么 干 呢 ， 嗓子疼 啊 ~ ！ 今早 起来 更 体现 出 了 我 昨天 排练 的 成果 ， 腰酸背痛 ！ ！ ！ 不过 彭 老师 今早 出门 说 的 那句话 我 也 赞同 ......	sadness
9757	不得不 说 非诚 勿扰 II 的 广告效应 不是 一般 的 大 。 虽然 鸟巢 度假村 对于 冬天 避寒 来说 不是 一个 很 好 的 选择 （ 山上 还是 挺凉 的 ） ， 但 还是 受到 了 热 捧 ， 据闻 从现在起 至 过年 后 ， 从 低端 的 集结地 到 高端 的 老鹰 区 、 丹顶鹤 区 ， 所有 房间 已 全部 订满 。 。	none
9758	Paros 八九点钟 的 日 落后 ， 漫天 霞光 洒 在 白色 的 村庄 上 ， 沿着 月牙形 的 海湾 ， 溢出 镜头 。 面对 此 美景 ， 相机 无力 承受 啊 。 。 。	like
9759	坐 了 一个 小时 公交车 刚到 公司 门口 ， 就 接到 电话 也 要 坐 公交 出去 跑腿 ， 我 说 ， 师傅 ， 我 好歹 喊 你 一声 姐 ， 你 什么 时候 才 肯 认真 的 教 我 工作 业务 ？	disgust
9760	[ 1 / 2 ] 富士康 再现 跳楼 事件 ： 去年 发生 多次 坠楼 事件 的 富士康 ， 12 日 再 传 今年 发生 首宗 员工 跳楼 死亡 事件 。 一名 25 岁 的 女 工程师 因 被 厂方 训斥 和 责令 辞职 回家 休养 ， 7 日 早上 ， 从 她 哥哥 深圳 住所 10 楼 坠楼 身亡 。 富士康 称 ， 已 针对 此案 报请 公安 处理 ， 并 主动 派员 前去 慰问 亲友 。 富士康 近日 利空 不断 ， 此前 还 传出 北京 富士	none
9761	龙应台 ： 是 民主 ， 使 台湾 变 了 ， 生活 中 不必 时时 恐惧 ， 不必 效忠 任何 党 ， 不必 讨好 任何人 ， 也 可以 堂堂正正 地 过日子 ； 如果说 ， 民主 政府 的 效率 低 ， 是 的 ， 那 是因为 政府 必须 停下 脚步 来 听 人民 说话 ， 很 费时间 。 可是 ， 你 要 一个 肯花 时间 来 听 你 说话 的 政府 呢 ， 还是 一个 招呼 都 不 打 就 可以 从 你 身上 快速 碾过 的 政府 呢 ？	none
9762	哈哈哈 · · · 倒把 ， 你们 明显 的 白酒 喝 不 完 ， 找 我 做 理由 ， 都 倒掉 了 / / @ 张雅哲 7 _ 7 :   我们 往 地下 至少 到 了 一瓶 白酒 呢 ~ ~ ~   [ 挖 鼻屎 ]	happiness
9763	有 一个 地方 叫 军营 ， 有 一种 人 叫 军人 ， 有 一种 场面 叫 集体 想家 ， 有 一种 煎熬 叫 五公里 越野 ， 有 一种 折磨 叫 四百米 障碍 ， 有 一种 奢望 叫 周末 晚 起床 ， 有 一道 风景 叫 女兵 ， 有 一种 感情 叫 战友 ， 有 一段 回忆 叫 军旅 ！ 献给 现在 或 曾经 是 军人 的 战友 。	like
9764	[ 伤心 ]   [ 伤心 ]   [ 伤心 ] [ 伤心 ]   [ 伤心 ]   [ 伤心 ]   [ 伤心 ] [ 心 ] 博联 十日谈 ： 救救 孩子 — — 我 看 中国 教育 之弊   作者 :   博联 内参   大家 参加 啊	sadness
9765	要 替 别人 着想 ， 但 为 自己 而活 。 最好 的 东西 ， 往往 是 意料之外 ， 偶然 得来 的 。 世界 上 最 痛苦 的 事 就是 笑脸相迎 你 最 讨厌 的 人 。 与其 在 别人 的 生活 里 跑龙套 ， 不如 精彩 做 自己 。 真正 的 知己 看上去 比 骗子 还 冷漠 。	none
9766	6 月 1 日 早晨 668 路 公交车 上 有 谁 捡 到 一个 移动硬盘 ， 里面 全是 公司 文档 （ 浩蓝 国际 网球 运动 推广 北京 有限 公 ） ， 本人 相当 着急 ， 希望 捡 到 的 好心人 还给 我 ， 必有 重谢 ， 联系电话 15210161404 ~ ~   希望 好心 朋友 转发 ~ 谢谢 ~ ~ ~ [ 泪 ]   ~ ~ ~ [ 泪 ]   ~ ~ ~ [ 泪 ]   ~ ~ ~ [ 泪 ]   ~ ~ ~ [ 泪 ]   ~ ~ ~ [ 泪 ]   ~ ~ ~ [ 泪 ]   ~ ~ ~ [ 泪 ]   ~ ~ ~ [ 泪 ]   ~ ~ ~ [ 泪 ]   ~ ~ ~ [ 泪 ]   ~ ~ ~ [	fear
9767	营养 早餐 ~ ~ ~ 早上 自己 煮蛋 ， 既然 发现 我 连 蛋 都 不会 煮 。 还 上 百度 搜索 。 [ 泪 ] [ 泪 ] 这 十八年 我 到底 怎么 过 的 呀 ！ ！ [ 哼 ] [ 哼 ] [ 哼 ] [ 哼 ]	sadness
9768	那年 ， 我 在 高考 ， 或许 在 为 上 哪 所 大学 惆怅 · · · 如今 ， 社会 的 考场 无时 不 在 考验 着 我们 ， 天天 都 在 高考 · · · 高考 啊 高考 · · · 考 啊 考 ！	fear
9769	人 超级 多 。 桑德尔 （ Michael   Sandel ） 教授 即将 于 5 月 22 日 （ 周日 ） 晚 6 ： 30 在 复旦大学 光华 楼东 辅楼 202 报告厅	none
9770	每次 看到 沈星 的 节目 都 非常 非常 愿意 看 下去 。 不是 看 节目 ， 纯粹 是 看 人 。 怎么 可以 美的 如此 知性 ， 那种 美 犹如 马尔代夫 碧蓝 的 大海 。 清新 的 ， 可爱 的 ， 温柔 的 。 @ 沈星	like
9771	博主 可以 规劝 但 无法 约束 粉丝 行为 。 老方 和 王菲 争论 中 双方 都 算 很 有 风度 ， 而 粉丝 的 出格 言论 就 太 多 太猛 了 。 很难说 粉丝 的 人身攻击 言论 不会 影响 争论 双方 的 情绪 和 对 对手 的 看法 。 这 无疑 增大 了 争论 的 赌注 ， 使 一般 的 微博 明星 之间 在 发起 争论 时 更为 忌惮 ， 很 可能 就 把 人 得罪 透 了 。 兵者 ， 凶器 也 ； 粉丝 者 ， 散兵 也 。	none
9772	hospital 总动员 [ 围观 ] 。 。 今天 风沙 扑面 ， ， [ 奥特曼 ] [ 微风 ] [ 微风 ] 春风 也 萧瑟 ~ ~ 众人 皆 无厘头 ， ， [ 钟 ] [ 神马 ] 任 他们 去 折腾 吧 。 。 。 伯爵 红茶 在手 ， 工作 亦 要 潇洒 [ 鼓掌 ] [ 鼓掌 ]	like
9773	某 男 在 夫人 怀孕 9 个 月 还 同房 ， 男儿 一 出生 就 问 ： 爸爸 是 谁 ？ 他 说 ： 我 啊 ！ 于是 男孩 用 手指 狂 戳 他 爸 的 头 说 ： 这样 戳 你 疼 不 疼 ？ 疼不疼 ？ ！	anger
9774	老说 没有 时间 空间 的 人 ， 这些 人 是 最 贫穷 的 人 ， 最 傻 的 人 就 知道 把 钱 存在 银行 ， 银行 是 把 不 爱 花钱 的 人 的 钱 拿来 ， 给 爱 花钱 的 人 去 花	none
9775	如果 有人 伤害 了 你 ， 可以 原谅 他 ， 但 不要 再 相信 他 。 原谅 是 放过 你 自己 ， 而 盲目 信任 却 只会 给 他 再 伤害 你 的 机会 。 我们 当然 可以 相信 人会 改过 ， 但 验证 的 机会 就 留给 别人 吧 。 那些 伤害 过 你 的 人 ， 放过 他们 ， 路过 他们 ， 挥挥手 不再 见 … …	none
9776	昨天 半夜 回家 ， 差点 没 被 吓死 ！ ！ ！ 哪个 无德 的 人 在 家门口 这样 晒 鱿鱼 的 , 吓 的 老子 还 以为 外星人 入侵 地球 了 ！ ！ ！	anger
9777	高鹏 将 于 近日 上线 ， 目前 已 开通 订阅 功能 ， 将定 位于 中 高端 。 从 网站 提供 的 城市 列表 来看 ， 将 开通 北 、 上 、 广 、 深等 11 个 城市 团购 。	none
9778	回复 张 睿智 ： 记得 东德 和 西德 合并 后 ， 进行 大 审判 ， 东德 的 一个 士兵 开枪 打死 准备 翻墙 跑 到 西柏林 的 人 ， 他 在 法庭 上 给 自己 辩解 说 ， 我 只是 执行 上级 命令 。 但 法官 审判 后 说 ， 执行命令 不假 ， 但是 你 有 抬高 一寸 枪口 的 权利 。 （ 也 就是 你 可以 打伤 他 就 可以 了	none
9779	汉源 过去 是 汉源县 ， 现在 叫 汉源 湖 。 今天 的 大渡河 在 汉源 已经 成 了 这样 。 我们 昨天晚上 到 了 这里 。 去年底 江河 十年 行走 到 这时 ， 我们 被 接待 好吃 ， 好住 ， 好 招待 ， 但 我们 想 采访 的 要 跟踪 十年 的 人家 ， 没有 被 允许 采访 。 这次 到 汉源 吃 过 晚饭 已 是 9 点半 ， 采访 到 11 点后 ， 和 一位 当地人 约定 今天 一起 去 看看 一直 惦记着 的 万工	none
9780	奶奶 在世 时常 抱怨 毛东泽让 全国 人民 吃不上 饭 ， 但 我 却 唯独 喜欢 毛泽东 ， 打读 高中 时 ， 一本 《 毛泽东 传 》 把 我 看 得 如痴如醉 、 神经错乱 。 可惜 的 是 我 只 在 精神 领域 学得 其 一身 皓然 正义 ， 而 于 实际 生活 中 却 未曾 习得 其 丝毫 优点 。 电影票 已攒足 ， 择日 观看 ， 在 此 也 感谢 那些 电影票 多 得到 处 派发 的 人 。	like
9781	说 ， 白天 拍摄 的 时候 天气 太热 ， PYT 就 挥 了 张卡 给 胖胖 ， 胖胖 就 拎 回来 两 大袋 饮料 发给 工作人员 喝 ( ? _ ? ) [ 偷笑 ]	happiness
9782	牛 人 自制 Wall - E 机箱 ： 一位 俄罗斯 的 小伙子 花费 18 天 的 时间 做出 了 这么 一台 电脑 机箱 ， 每天 和 Wall - E 一同 在 网上 冲浪 。	surprise
9783	恭喜 您 ... 换个 能 上网 的 手机 后 一定 会 成为 微博控 的 。 据说 @ 郭德纲   和 @ 于谦   两位 老师 现在 面对面 坐 着 都 不 说话 ， 靠 互发 微博 沟通 ...	none
9784	在 水榭 春天 遇见 一 销售 同事 ， 她 曾 在 LILY   MARLEEN 见 过 我 ~ ~ OH ， NO 。 。 。 我 已经 不 喝酒 好久 了 ， 那 是 09 年底 的 事 了 。 又 想起 走年 2 期 热卖 时 遇到 我 的 大学 同学 亦 一 … … 好 小 啊 这个 世界 ， 。 。 。	surprise
9785	有饭 发短信 ， 金希澈 念 ： 我 经常 吃饺子 只 吃 陷 ， 吃饭 也 只 吃 肉 ， 我 这样 很乖 么 ？ 挑 自己 喜欢 的 吃 有罪 么 ？ 怎么样 这位 是 四次 元 么 ？ 金贤重 ： 这位 不是 四次 元 … … 是 偏食 症 （ 额 … … ）	like
9786	不应 把 纪律 仅仅 看成 教育 的 手段 纪律 是 教育 过程 的 结果 ， 首先 是 学生 集体 表现 在 一切 生活 领域 — — 生产 、 日常生活 、 学校 、 文化 等 领域 中 努力 的 结果	none
9787	袁隆平 说 ， 我 梦见 我种 的 水稻 长得 像 高梁 那么 高 ， 穗子 像 扫把 那么 长 ， 颗粒 像 花生米 那么 大 ， 我 和 我 的 朋友 ， 就 坐在 稻穗 下 乘凉 。 呵呵 ， 正是 袁 大伯 的 梦想 解决 了 十三亿 中国 人 的 吃饭问题 。 但是 ， 也 正是 这种 梦想 也 使得 中国 人 的 吃饭 再 成为 问题 － － 这种 速产 的 水稻 尽管 管饱 了 ， 但是 却是 没有 了 水稻 应有 的 营养 。 呵呵	disgust
9788	如果   我 不是 你 的 饭 ， 即使   我 不 认识 你 ， 我 也 必定会 爱上 Yesterday 这 首歌 ， 因为 这 旋律 完全 我 的 菜 ！ 再 加上 这么 帅气 的 MV ， 我要 疯掉 了 ！ 好 期待 太子 的 CB 舞台 ！	like
9789	同音 汉字 藏 玄机 : 欲望 就是 渔网 。 老公 就是 劳工 。 晚上 就是 玩赏 。 云雨 就是 孕育 。 升职 便是 升值 。 同居 便是 痛聚 。 誓言 就是 失言 。 男人 就是 难人 。 理想 就是 离乡 。 缘分 就是 怨愤 。 癌症 就是 挨整 。 失去 也 是 拾取 。 幸福 就是 性福 ， 清醒 就是 庆幸 。	none
9790	很久很久 以前 ， 地球 上 本来 只有 男人 ， 后来 一个 外星 物种 攻占 了 地球 ， 她们 掌握 着 一种 先进 的 生化武器 叫 荷尔蒙 ， 依靠 此 武器 ， 她们 奴役 着 地球 上 的 男人 ， 并且 让 男人 乐此不彼 争先恐后 地 帮助 她们 繁殖 后代 ， 从而 继续 奴役 他们 ， 这种 外星 生物 后来 自称为 女人 。 邪恶 的 外星 入侵者 女 人们 ， 节日快乐 ！	happiness
9791	而 在 2011 年 2 月 21 日 ， 大立 科技 股价 在 38.02 元 - 44.7 元 的 区间 ， 报收 43.49 元 ， 单日 涨幅 为 3.55% ， 成交量 高达 15799.62 万元 。	none
9792	中国 网络 电视台 的 网友 们 你们好 ， 我 是 毕福剑 ， 马上 就要 进行 《 星光 大道 》 的 节目 录制 ， 希望 大家 和 我 一起 织 围脖 ！	none
9793	港式 甜品 - 糖 不 甩 】 1 、 糯米粉 加水 ， 边加边 搅 ， 揉成 软硬 适中 的 面团 ; 2 、 面团 搓 长 分成 小 剂子 ， 搓成 糯米 圆子 ; 3 、 锅中 水煮开 ， 糯米 圆子 放入 煮 至 浮起 ， 捞出 备用 ; 4 、 锅中放 红糖 加 少量 水 煮成 稍 有 稠度 的 糖汁 ， 糯米 圆子 放入 糖汁 中 ; 5 、 装盘 ， 浇上 用 少量 水 调匀 的 蜂蜜 ， 再 撒 上 熟 花生 碎末 。	none
9794	中国 达人秀 北京 招募 站 第二场 海选 ， Bj2018 号 Ck 舞团 于子昂 6 岁 ， 为 他们 加油 ！ @ 中国 达人秀 北京 招募 站	like
9795	想 去 哪里 去 哪里 、 1 如果 想 逃离 就 去 丽江 ； 2 如果 想 更 接近 佛 就 去 西藏   ； 3 如果 想 休闲 就 去 成都 ； 4 如果 你 想 阳光 就 去 三亚 ； 5 如果 想 享受 冬天 就 去 哈尔滨 ； 6 如果 想 吃海鲜 就 到 厦门 ； 7 如果 想 走访 历史 就 去 西安   ； 8 如果 想 购物 就 去 香港 ； 9 如果 想 碰碰运气 就 去 澳门 ； 10 如果 什么 都 不想 就 呆 在 家里 吧 ~	none
9796	有时候 买 了 一堆 衣服 ， 可是 挑来 挑去 还是 穿 回 经常 穿 的 几套 ? ? ? 其他 衣服 都 不 知道 买回来 干嘛 了 ..... 有 同样 矛盾 的 人 ..... 转发 下 .....	none
9797	不管 做 什么 ， 这个 过程 是 最 严谨 的 ， 了解 想法 和 创意 ， 通过 自身 的 表现力 ， 合作 完成 最 完美 的 作品 ！ 这时候 的 认真 和 专业 ， 在 成品 里会 展现 的 淋漓尽致 ！ 做 的 不错 哟 ！ 辛苦 了 ~	happiness
9798	延鲁 大师 说 做人 一定 要 严谨 ， 态度 决定 一切 ， 他 给 小 天才 们 出 了 一道 题 ， 何为 禅武 合一 ， 少林 武僧 全体 出动 ， 小 天才 明天 的 考验 严峻 无比	none
9799	： 对于 某件事 本来 采取 不予 评论 的 态度 的 ， 不过 貌似 被 当成 软柿子 了 。 如果 你们 想 骂 ， 麻烦 滚回 自己 家去 别跑 杰希 的 微 博里 吠 。 节日 发个 微博圈 一圈 开个 玩笑 就 捆绑 就 抱 腿 了 ？ 当初 你们 一次次 来 寻求 帮助 的 时候 怎么 就 不 骂 自己 捆绑 自己 抱 腿 自己 不要脸 了 ？ 还 一家亲 呢 ， 能 好聚好散 就 谢天谢地 了 。 别 在 杰希微 博吠 ， 滚 。	anger
9800	夜里 两点钟 ， 妈 永远 离开 了 我 ， 没有 留下 一句 话 ， 帮妈 穿 上 新年 时 送给 她 的 红 毛衣 ， 妈 当时 说 让 我 先 拿 回家 春节 再 穿 的 ， 却成 了 我 送给 她 最后 的 礼物 ！ 妈得 的 是 一种 叫 T 细胞 淋巴瘤 的 病 ， 初期 症状 是 无力 ， 后来 高烧 。 想 对 做 儿女 们 的 朋友 们 说 ， 千万 要 重视 类似 这样 的 症状 ， 一天 都 耽误 不起 ！ 妈 [ 爱心 ] 我爱你 ！ 一路 走 好 ！	sadness
9801	迪士尼 入侵 上海 ， 喜羊羊 死 哪 去 了 ？ ！ 你 这个 没用 的 东西 ， 还 不快 去 纽约 也 围个 羊圈 ， 不然 送 你 去 灰 太 狼 那里 ， 做成 羊肉串 、 羊毛衫 、 羊羔 体 … … 哼	disgust
9802	近视 的 人 痛苦 哇 ， 戴眼镜 好 不 方便 ， 戴个 隐形 吧 ， 又 怕 惹 个 眼 角膜炎 什么 的 就 崩溃 ， 还 不能 戴着 游泳 。 有时 没 戴眼镜 在 路上 走 着 ， 遇到 熟人 你 看不清楚 没 打招呼 被 说 大牌 有没有 ， 遇到 以为 是 认识 的 人 打招呼 人家 以为 你 是 傻子 有没有 .. 没有 近视 的 你们 一定 要 好好 爱惜 自己 的 眼镜 呐 ， 这是 近视 者 的 心声 呐 ！ ！	sadness
9803	搭 同事 顺风 车 ， 听见 广播 一直 在 说 熊猫 的 事 ， 一问 才 知道 ， 原来 是 天朝 送 的 两只 熊猫 近日 交配 了 。 紧接着 ， 我 就 听见 广播 传来 响亮 的 啪啪 声 ， 我 问 这 是 啥 ， 她 说 ， 熊猫 交配 的 声音 阿 。 我汗 ， 大不列颠 人民 用 不用 这么 开心 阿 . ． ? ? ? ? ( 。 д ) シ	surprise
9804	一个 背包 ， 一台 单反 ， 一个 会 拍照 的 爱人 ， 一份 喜爱 又 自由 的 工作 和 一颗 说走就走 勇敢 的 心 … … 那 便是 我 认为 的 最好 的 生活 方式 。	happiness
9805	今天 遇见 各种 同性 情侣 的 小妮 ， 真心 觉得 ， 这 二位 ， 才 是 全世界 最 相配 的 T ^ T 我 真的 ， 真心 的 ， 相信 过 ， 也 相信 着 ， 他们 之间 的 那 一部分 ， 超越 友谊 和 性别 的 感情 。	like
9806	姚壮宪 ( @ 姚壮宪 ) 姚仙 ， 游戏 马上 就要 发售 了 ， 怎么 还 没有 正式 的 宣传 预告片 阿 ？ ？ 宣一看 的 太 不 过瘾 了 阿 。 。 。 。 。 应该 打打 电视广告 神马 的 。 。 。 。 。 后期 的 宣传 预告 大概 什么 时候 出 ？ ？	sadness
9807	邓小平 那时 为了 一心 搞 经济 建设 ， 减少 外部 干扰 ， 此 提法 可以 用 空间 换 时间 ； 几十年 过去 了 ， 几届 领导人 对 南海 问题 都 没有 任何 创新 ， 还 一声不吭 ， 几乎 就是 丧权辱国 。	anger
9808	送走 了 。 。 又 是 那双 超美 凉鞋 ！ ！ [ 爱 你 ] 在 车里 等 的 时候 揉 眼 。 靠着 前座 睡觉 。 5555555 宝宝 很累 吧 麻麻 尊 心疼 [ 泪 ] 暑假 可以 再见面 咩 [ 泪 ] [ 泪 ]	sadness
9809	110201 朴特 31 号 回国 就 去 医院 检查 了 ， 幸好 身体 没有 大碍 。 不过 医生 要求 得 好好 休息 。 希澈 哥 预计 1 号会 去 医院 检查 。 [ StarNews ]	none
9810	据说 … … IPHONE 的 充电 口 吸起来 会 有 菠萝 的 味道 … … 可恶 啊 超级 想 试试看 的 ， 虽然 没有 IPHONE ， 而且 感觉 真的 去 吸 就 输 了 … … … … … … （ 转 ）	none
9811	说 的 是 你 吗 ？ … … 在 出生 的 地方 他们 好像 是 过客 … 有时候 一个 人 偶然 到 了 一个 地方 , 会 神秘 地 感觉 到 这 正是 自己 栖身 之 所 ， 于是 他 就 在 这些 从未 寓 目的 景物 里 在 不 相识 的 人群 中 安定 下来 ， 倒 好像 这里 的 一切都是 他 从小 熟悉 的 一样 。 他 在 这里 终于 找到 了 宁静 。 （ 毛姆 《 月亮 与 六便士 》 ）	none
9812	1 异曲同工 2 自圆其说 3 可圈可点 4 一五一十 5 口是心非 6 心直口快 7 无与伦比 8 啼笑皆非 9 里应外合 10 三姑六婆 11 五音不全 12 两面三刀 13 一塌糊涂 14 多此一举 16 天方夜谭 17 羊入虎口 18 白纸黑字 19 北面称臣 20 石破 惊天 21 能屈能伸 22 三从四德	none
9813	做 企业 就 和 做人 一样 需要 聪明 的 自私 既 互利 双赢 ， 一味 的 最求 利益 最大化 损人利己 ， 只会 使 今后 的 道路 如履薄冰 。	none
9814	百度 新闻 。 近日 曝光 了 宋茜 作为 主持 参加 MBC 《 伟大 的 诞生 》 图片 。 节目 中 宋茜 谈笑风生 完美 发掘 了 自己 的 主持 潜能 ， 一身 鲜艳 的 红色 外套 特别 抢眼 。 看见 她 灿烂 的 笑脸 就 知道 这 节目 收视率 一定 相当 高 。 网友 留言 ： 看见 她 一笑 就 晴天 心情 好好 。 茜 的 笑脸 好 温柔 美丽 眼睛 好 水灵 。 皮肤 也 太好了 吧 ， 羡慕 ing 等 十分 热烈 。	none
9815	麻麻 呀 我 到底 在 干什么 ！ ！ ！ ！ 我 真的 就 手滑 随便 那么 一 美图秀 秀 了 一下 啊啊啊 啊 TTTTTTTTTTTT   金钟 云 你 是 妹子 吧 ！ ！ ！ ！	none
9816	一 哥们 在 路边 花 8000 元 买 了 一只 大熊猫 ， 老板 说 是 四川 偷运 来 的 。 现在 养 了 2 个 月 ， 成 这 B 样 了 ， 而且 还 不吃 竹子 ， 求 鉴定 ！ 介 哥们 是不是 被 骗 了 ？	disgust
9817	完蛋 ， 我 又 好 精神 的 睡不着 了 ！ Meggie 也 睡不着 ！ 她 因为 白天 睡太多 了 ， 可是 我 这 是 怎么回事 [ 泪 ] 明明 很困 的 …	sadness
9818	科学 不是 可以 不劳而获 的 ， 诚然 ， 在 科学 上 除了 汗流满面 是 没有 其他 获得成功 的 方法 的 ； 热情 也罢 ， 幻想 也罢 ， 以 整个 身心 去 渴望 也罢 ， 都 不能 代替 劳动	none
9819	Mac   做 PPT ， QQ 接 同事 一 文件 打开 后 即 自动 关闭 ， 连同 自己 在 做 的 PPT 一起 消失 ， 杯具 ！ 有 高人 请 指点 如何 恢复 文件 。 谢 了 先 。	sadness
9820	gmail 帮助 我 把 所有 的 邮件 放到 云端 ， picasal 帮 我 把 照片 备份 到 云端 ， youtube 把 视频 备份 到 云端 。 现在 Google   Music 把 我 几年 来 收集 的 心血 备份 到 云端 ， 而且 收听 方便 ， 爽死 ！ 感谢 Google .	like
9821	今天 ， 中国 第一条 过江 索道 ， 重庆 嘉陵江 索道 下午 18 时起 停止 运行 并 拆除 。 这 条 全长 740 米 的 索道 建成 于 1982 年 元旦 ， 承载 了 许多 重庆 人 的 故事 和 回忆 ， 因为 它 最能 深切 地 体会 到 山城 、 江城 。 我 想 ， 特别 是 80 、 90 后 的 童鞋 们 会 更 感怀 了 ， 因为 那里 留下 了 儿时 的 记忆 ......	sadness
9822	太 可恶 了 ！ 东京 电力公司 4 日 宣布 ， 将 把 福岛 第一 核电站 内含 低浓度 放射性物质 的 1.15 万吨 受 污染 水排 入海 中 ， 这些 污水 的 放射性物质 浓度 是 法定 限度 的 约 100 倍 。 如果 准备 顺利 ， 污水 从 5 日 就 将 开始 排放 。 新华社 发 （ 关贤 一郎摄 ）	anger
9823	我要 告诉 在 丽江 高高在上 的 各位 大爷 女侠 ： 据 我 统计 丽江 现在 至少 有 100 个 以上 长期 在 丽江 混吃 混 喝 的 人 ， 他们 通常 用 一些 让 人 很 难 识别 的 计量 ， 女 的 用 美色 或者 用 脸皮 让 男人 买单 。 男 的 呢 ， 装 大腕 ， 花言巧语 让 你 买 完单 还要 把 你 弄 床上 . 所以 各位 女侠 大爷 们 一定 要 随身带 上 火眼金睛 ， 别 到时候 做 了 二 B 还 自己 偷着乐 呢 ?	none
9824	清晨 醒来 ， 耳边 都 是 鸟叫 ； 一二 好友 ， 阳光普照 ； 捡 三五 本爱书 ， 或是 嬉笑 ； 信步 走走 ， 和 陌生人 一聊 ； 看 闲适 老人 ， 打 打麻将 ； 这种 生活 ， 我 一 想起 就 微笑 ， 怎么 这么 好 ？ 阆中 、 黄龙溪 、 平乐 、 洛带 、 上里 ， 蜀中 五镇 ， 几分 逍遥 ？	none
9825	今早 13 号 地铁 ， 发现 一 红衣 老太 ， 安徽 口音 ， 身高 160 左右 ， 地铁 很 拥挤   他 身边 确 无人 ， 于是 留意 看 他 ， 果然 有 异动 ， 不时 左右 张望 ， 提包 的 手 乱摸 别人 兜 ， 于是 我 大喊 ， 她 未遂 ， 然后 老太 精神 大 震 ， 各种 污言秽语 ， 声调 很 高 ， 我 反抗 了 两句 ， 在 东直门 站 准备 抓 她 去 派出所   ， 结果 老太 溜之大吉 ， 各位 一定 要 小心 。	none
9826	创业 时 从事 的 行业 必须 是 深思熟虑 的 结果 。 选择 对 你 有 吸引力 的 行业 或 产品 。 如果 不够 了解 ， 请多花 时间 学习 ， 或 多 接触 了解 的 人 。 如果 你 不能 懂得 比 你 的 投资人 多 ， 你 不会 得到 投资 的 。	none
9827	窗外 稀稀拉拉 的 鞭炮声 像 极了 49 年 围城打援 时 的 枪炮声 ， 时不时 腾空而起 的 烟花 好似 当年 高射 机枪 在 空中 挥洒 的 弧线 ， 再过 25 个 半小时 总攻 就要 开始 了 。 。 。 [ 鞭炮 ]   [ 拜年 ]	none
9828	哇 ， 好 热闹 啊 ！ 全部 高二 学生 走 晒 出来 ， 齐声 大叫 ： 高三 加油 ！ 高三 学生 又 回应 高二 加油 ！ … 今晚 系 高三 最后 一晚 啦 … 场面 好感 人 ！	like
9829	如果 我 离去 ， 永远 地 永远 地 ， 消失 在 你 的 世界 里 ， 你 会 不会 在 某个 清醒 的 午后 想 我 想到 心痛 ？ 如果 有 一天 ， 在 街上 看到 我 的 手 被 别人 紧紧 地握 着 ， 你 会 不会   冲动 地 告诉 我 你 依然 爱 我 ？ 如果 有 一天 我 要死 掉 ， 临死前 就是 想 看 你 一眼 ， 你 会 不会 不顾一切 地 回到 我 身边 ？	sadness
9830	一个 男人 变为 一个 好 丈夫 ， 也许 只 需要 做好 三件 事 ： 1 . 能 挣钱 给 老婆 买 美尔 挺 瘦 腿 袜 。 2 . 帮 她 去 买 。 3 . 说 好看 。 人 都 5 折包 邮 了 ， 人 都 买 二 送 一 了 ， 人 都 瘦 了 3cm 了 你 还 不 给 我 买 ， 你 配当 丈夫 么 ！	anger
9831	如果 加入 @ 太原 交通 台 车友 俱乐部   有 免费 拖车 服务 ！ / / @ 小 揭秘 : 给 4S 电视 打电话 / / @ 太原 交通 台 :   哪位 车友 帮忙 ！ ！ ！	none
9832	再次 看 《 一 球 成名 1 》 。 每 一个 梦想 在 实现 之前 都 会 很 艰难 ， 而 当 你 实现 之后 ， 就 会 发现 ， 以前 的 那些 ， 都 是 值得 的 。 当 你 想 放弃 的 时候 ， 有 个人 告诉 你 ， 你 一定 行 。 那 你 就 没有 理由 不 努力 。	none
9833	你 什么 时候 才 回来 啊 。 导演 要 内地 人气 偶像 ， 上 哪儿 去 找 比 你 青春 又 人气 又 洋气 又 全能 又 校园 又 耍帅 又 摔跤 又 环保 又 节能 又 低 碳 又 什么 什么 的 偶像 啊 。 [ 偷笑 ]	sadness
9834	这束 花 是 超超 老总 代表 青 啤 华南 的 同事 送给 我 的 三八妇女节 礼物 ， 非常 漂亮 ， 谢谢 华南 同事 ！ 我 和 超超 老总 在 一起 共同奋斗 了 十五年 ， 别看 他 个子 不高 ， 但 他 内心 的 力量 非常 强大 ， 是 我 坚实 的 后盾 之一 。 谢谢 超超 老总 ！	happiness
9835	看着 网站 上 那 一辆辆 的 模型车 ， 我 又 心动 了 · · · · · · 真的 很 痛苦 的 挣扎 ， 我 什么 时候 才 会 觉得 有买够 的 一天 呢 》 ？ 或许 说 我 哪一天 才能 真正 的 看见 爱 的 就 买 不用 去 自己 和 自己 挣扎 呢 ？ 人 最 可怕 的 就是 被 自己 喜爱 的 物品 拖 着 走 · · · · 永远 走 不到 尽头 永远 觉得 买 不够 · 占有欲 过 强 其实 是 一件 很 悲哀 的 事	sadness
